"","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","word"
"94",FALSE,0,NA,2017-12-17 13:21:07,FALSE,NA,"942384161901379590",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EndToAnimalPain",9,TRUE,FALSE,NA,NA,"means"
"95",FALSE,0,NA,2017-12-17 13:21:07,FALSE,NA,"942384161901379590",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EndToAnimalPain",9,TRUE,FALSE,NA,NA,"fund"
"96",FALSE,0,NA,2017-12-17 13:21:07,FALSE,NA,"942384161901379590",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EndToAnimalPain",9,TRUE,FALSE,NA,NA,"amp"
"97",FALSE,0,NA,2017-12-17 13:21:07,FALSE,NA,"942384161901379590",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EndToAnimalPain",9,TRUE,FALSE,NA,NA,"promote"
"98",FALSE,0,NA,2017-12-17 13:21:07,FALSE,NA,"942384161901379590",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EndToAnimalPain",9,TRUE,FALSE,NA,NA,"dogs"
"99",FALSE,0,NA,2017-12-17 13:21:07,FALSE,NA,"942384161901379590",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EndToAnimalPain",9,TRUE,FALSE,NA,NA,"suffering"
"100",FALSE,0,NA,2017-12-17 13:21:07,FALSE,NA,"942384161901379590",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EndToAnimalPain",9,TRUE,FALSE,NA,NA,"terror"
"101",FALSE,0,NA,2017-12-17 13:21:07,FALSE,NA,"942384161901379590",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EndToAnimalPain",9,TRUE,FALSE,NA,NA,"amp"
"102",FALSE,0,NA,2017-12-17 13:21:07,FALSE,NA,"942384161901379590",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EndToAnimalPain",9,TRUE,FALSE,NA,NA,"death"
"103",FALSE,0,NA,2017-12-17 13:21:07,FALSE,NA,"942384161901379590",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EndToAnimalPain",9,TRUE,FALSE,NA,NA,"furfree"
"104",FALSE,0,NA,2017-12-17 13:21:07,FALSE,NA,"942384161901379590",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EndToAnimalPain",9,TRUE,FALSE,NA,NA,"furhag"
"105",FALSE,0,NA,2017-12-17 13:21:07,FALSE,NA,"942384161901379590",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EndToAnimalPain",9,TRUE,FALSE,NA,NA,"fuckcanadagoose"
"106",FALSE,0,NA,2017-12-17 13:21:07,FALSE,NA,"942384161901379590",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EndToAnimalPain",9,TRUE,FALSE,NA,NA,"cruelty"
"107",FALSE,0,NA,2017-12-17 12:54:10,FALSE,NA,"942377378696720384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tenxinshou",5,TRUE,FALSE,NA,NA,"rt"
"108",FALSE,0,NA,2017-12-17 12:54:10,FALSE,NA,"942377378696720384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tenxinshou",5,TRUE,FALSE,NA,NA,"francesgracella"
"109",FALSE,0,NA,2017-12-17 12:54:10,FALSE,NA,"942377378696720384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tenxinshou",5,TRUE,FALSE,NA,NA,"fur"
"110",FALSE,0,NA,2017-12-17 12:54:10,FALSE,NA,"942377378696720384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tenxinshou",5,TRUE,FALSE,NA,NA,"trim"
"111",FALSE,0,NA,2017-12-17 12:54:10,FALSE,NA,"942377378696720384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tenxinshou",5,TRUE,FALSE,NA,NA,"worth"
"112",FALSE,0,NA,2017-12-17 12:54:10,FALSE,NA,"942377378696720384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tenxinshou",5,TRUE,FALSE,NA,NA,"animals"
"113",FALSE,0,NA,2017-12-17 12:54:10,FALSE,NA,"942377378696720384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tenxinshou",5,TRUE,FALSE,NA,NA,"accessories"
"114",FALSE,0,NA,2017-12-17 12:54:10,FALSE,NA,"942377378696720384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tenxinshou",5,TRUE,FALSE,NA,NA,"canadagoose"
